chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate,class,type
0.6106166,1005.537771,1353.762949,2098.392572,0.010486332,0.05070325,0,fan
0.59811074,1093.19103,1400.023272,2322.908347,0.010346566,0.060982116,0,fan
0.6229972,1369.880896,1518.859057,2850.564097,0.009728993,0.092642397,0,fan
0.22544907,1473.290178,1863.719148,3312.32528,0.009947236,0.090305511,0,fan
0.60962564,1107.14381,1483.149323,2288.837859,0.009932887,0.053430137,0,fan
0.32606423,1418.921173,1774.838066,2894.319089,0.009057343,0.091489554,0,fan
0.53149533,940.7798895,1408.039066,1847.044728,0.010214899,0.049906088,0,fan
0.5634199,1301.110632,1668.448428,2815.070887,0.009843572,0.071139302,0,fan
0.64446443,2023.25848,1843.743956,3843.026158,0.008533732,0.170235436,0,fan
0.5063576,1015.939977,1394.638844,2013.877796,0.009844702,0.050386569,0,fan
0.30506858,1476.024192,1908.718026,3503.419529,0.009967458,0.075466753,0,fan
0.23517981,1354.463234,1719.553794,2752.446086,0.009800854,0.084878257,0,fan
0.33452922,1317.891927,1706.112799,2671.051318,0.009605248,0.076997117,0,fan
0.55500656,1132.505482,1446.246124,2431.883986,0.010536954,0.063518683,0,fan
0.5135527,763.4895558,1209.471303,1426.617412,0.01023551,0.03506421,0,fan
0.42007983,1672.432414,2140.874407,4355.980431,0.00950628,0.083906375,0,fan
0.5700416,1163.682221,1461.742746,2484.54972,0.010150626,0.067800894,0,fan
0.45658398,1858.846957,1856.947935,3939.521765,0.008545703,0.15240771,0,fan
0.65399617,1835.914101,1836.5903,3810.378395,0.009024727,0.135236746,0,fan
0.2697923,1426.959447,1825.590737,3129.842252,0.009602369,0.086483501,0,fan
0.28074262,1452.07592,1769.748128,2965.530152,0.008753899,0.098272452,0,fan
0.5621914,1025.303688,1423.644715,2047.449081,0.009832491,0.052347494,0,fan
0.5957815,1441.006772,1788.279668,3260.682907,0.009813385,0.076201515,0,fan
0.5016586,2347.89354,1974.261719,4612.894369,0.007918364,0.207305811,0,fan
0.48155734,1090.905181,1392.366953,2288.338658,0.010349778,0.059748153,0,fan
0.4531984,1000.043706,1298.206228,2030.276558,0.010421337,0.057871468,0,fan
0.55130756,1082.784505,1398.509738,2280.775759,0.010303872,0.05855943,0,fan
0.45496958,1562.851338,1950.301969,3668.929712,0.009546611,0.087667544,0,fan
0.4977359,1036.278254,1409.271779,2033.296725,0.00977347,0.056389464,0,fan
0.26943597,1486.535693,1874.542658,3344.823283,0.009493442,0.08972519,0,fan
0.62771595,1081.064138,1399.374198,2289.01258,0.01033852,0.063780763,0,fan
0.299002,1402.6325,1779.356114,2871.23103,0.009798864,0.08984063,0,fan
0.5600499,1175.243699,1469.777876,2524.311102,0.010269934,0.065804088,0,fan
0.61333245,1059.059436,1442.817662,2132.512979,0.009991651,0.056043143,0,fan
0.2927622,1402.106848,1783.114068,2888.353634,0.009140247,0.085340018,0,fan
0.586372,1544.652127,1905.127186,3613.493411,0.010031593,0.073479308,0,fan
0.51511836,1714.60382,1695.633793,3653.529353,0.008865241,0.136366189,0,fan
0.6046413,1018.339273,1314.509311,2070.736821,0.01031449,0.058885471,0,fan
0.5007527,867.9186434,1344.600867,1716.278954,0.01017663,0.040792544,0,fan
0.2961515,1399.222356,1783.400153,2876.397764,0.009492054,0.089291509,0,fan
0.47211334,1142.258969,1441.002706,2425.84365,0.010364476,0.065393807,0,fan
0.5911084,1153.939596,1458.834573,2479.382987,0.01026216,0.063592003,0,fan
0.6081695,1166.94765,1469.9406,2520.117812,0.010256137,0.065097407,0,fan
0.4426897,1175.910405,1496.488913,2395.417332,0.009937955,0.078649161,0,fan
0.29790866,1389.751347,1745.57123,2753.169928,0.008944673,0.091029353,0,fan
0.61749506,1054.258592,1359.465815,2174.171326,0.010238539,0.061682558,0,fan
0.59049594,1167.232372,1462.310062,2496.05631,0.01023634,0.066604371,0,fan
0.5795709,996.3148443,1279.333105,1995.607029,0.010340834,0.059247392,0,fan
0.59918344,1017.524008,1305.508848,2083.815895,0.010225528,0.057741988,0,fan
0.3161685,1320.042111,1735.115978,2715.00599,0.009754334,0.077554039,0,fan
0.5689479,1138.267844,1448.141881,2442.292332,0.010572756,0.062947721,0,fan
0.59994817,1259.199085,1478.763674,2761.007388,0.010114994,0.079433843,0,fan
0.48442584,1075.059288,1425.082924,2142.996206,0.009771069,0.057523587,0,fan
0.6019027,1094.433041,1428.386815,2341.753195,0.010369387,0.060443915,0,fan
0.20094325,1294.575289,1750.822375,2760.558107,0.010888076,0.063746443,0,fan
0.43479085,1078.11246,1389.053998,2270.691893,0.010425875,0.061272277,0,fan
0.48066866,993.7764659,1306.517,1814.671526,0.009747231,0.065401607,0,fan
0.2684992,1362.018997,1690.92581,2639.102436,0.00983372,0.091399074,0,fan
0.6492762,1577.655061,1666.968483,3227.835463,0.009686017,0.114811614,0,fan
0.28476644,1443.338298,1784.474988,3005.990415,0.009514526,0.09380928,0,fan
0.65289575,988.5358816,1352.594135,2073.382588,0.01057499,0.048416284,0,fan
0.68677557,2687.458294,2216.488927,5547.04972,0.007680133,0.240966017,0,fan
0.6086102,1352.543873,1672.550263,3017.397165,0.010197644,0.076710076,0,fan
0.28877872,1427.809397,1793.625344,3011.182109,0.009301949,0.090235311,0,fan
0.62129253,1123.171735,1389.967865,2349.865216,0.01038265,0.066811851,0,fan
0.56939435,1101.225254,1403.260739,2315.470248,0.010212411,0.062826041,0,fan
0.63312113,1717.090016,1479.681482,3173.597244,0.008598047,0.159600889,0,fan
0.3129984,1408.422074,1795.071905,3089.082468,0.010067949,0.080549246,0,fan
0.5700122,1167.661669,1463.61501,2514.227236,0.010411916,0.064414125,0,fan
0.57142884,1416.895443,1545.350687,2910.468251,0.009382145,0.100492337,0,fan
0.5054729,965.3860236,1419.640732,1925.094848,0.010111457,0.048739205,0,fan
0.47003734,1733.021197,2181.207427,4498.252796,0.009581368,0.07832,0,fan
0.29038766,1429.177795,1791.956099,2915.035942,0.009135517,0.091586274,0,fan
0.5879439,1089.903087,1398.869483,2312.974241,0.010338957,0.059933793,0,fan
0.44697073,1039.547574,1446.643222,2083.191893,0.009809233,0.058894831,0,fan
0.5695257,1030.98007,1317.529331,2108.151957,0.010235271,0.059515712,0,fan
0.31221774,1309.72929,1687.808895,2471.295927,0.009215168,0.085343138,0,fan
0.30914465,1445.326121,1803.194541,3016.049321,0.008629399,0.091959115,0,fan
0.33091354,1416.788537,1753.990943,2838.258786,0.009167364,0.095690645,0,fan
0.57291,1154.491115,1457.605462,2470.147764,0.010310647,0.065535768,0,fan
0.30725423,1448.225778,1889.920149,3301.342851,0.010083371,0.080822247,0,fan
0.52238107,1978.176594,2231.758933,4781.649361,0.00935146,0.10530183,0,fan
0.6495862,1812.503417,1650.058394,3475.638978,0.008600481,0.151415548,0,fan
0.5236494,1074.57921,1381.487435,2248.177915,0.010209705,0.060237994,0,fan
0.5812758,1061.413524,1434.953587,2119.833267,0.010139124,0.059258312,0,fan
0.4616498,1068.883771,1383.672341,2237.794529,0.01045573,0.059272352,0,fan
0.44666365,1039.345251,1463.215859,2084.839257,0.00986108,0.05864835,0,fan
0.6737712,1752.904677,1558.732618,3299.321086,0.008623237,0.155309318,0,fan
0.6151149,2906.325268,2207.077853,5598.941693,0.006546327,0.297672162,0,fan
0.23661645,1543.920796,1929.360554,3649.785343,0.010132406,0.088723667,0,fan
0.65016663,2033.569487,1936.936501,4072.334265,0.008655675,0.160928452,0,fan
0.509025,1008.904934,1383.903516,1950.154752,0.009802387,0.057590667,0,fan
0.5949176,1140.818067,1447.822685,2437.45008,0.010229548,0.064551405,0,fan
0.56743944,1211.96404,1599.159529,2565.994409,0.00992221,0.067774374,0,fan
0.32326928,1423.770957,1790.734832,2933.231829,0.009069598,0.091188473,0,fan
0.48441115,1025.371617,1307.704569,2065.245607,0.01027826,0.061730918,0,fan
0.31105536,1436.270379,1760.083464,2876.872005,0.008551129,0.094977723,0,fan
0.55944586,1153.824275,1456.110487,2451.577476,0.010310141,0.067442093,0,fan
0.46833116,1145.577927,1442.074427,2449.23123,0.01018575,0.064337685,0,fan
0.52501684,1073.593265,1384.382293,2246.18111,0.010358935,0.059160031,0,fan
0.52838576,976.2490409,1269.40574,1974.465855,0.010370201,0.056648425,0,fan
0.63434756,1861.3251,1838.967858,3995.082867,0.008892262,0.143047686,0,fan
0.5574698,1164.016187,1450.511089,2466.803115,0.010221707,0.068671376,0,fan
0.6264313,1955.329434,2051.971801,4330.695887,0.008290742,0.115476176,0,fan
0.73283917,2833.980453,2236.793281,5554.063498,0.00716457,0.257550419,0,fan
0.27733824,1366.072332,1725.192143,2665.759784,0.009474103,0.091328874,0,fan
0.5625391,1131.829065,1444.886459,2413.613219,0.010271253,0.063805723,0,fan
0.60502595,946.9874462,1335.381446,1961.03734,0.01058979,0.048316444,0,fan
0.5555473,1686.341257,1915.610436,3835.588059,0.009717688,0.096944888,0,fan
0.6214011,1643.986181,1952.585849,3852.510982,0.00991509,0.082773812,0,fan
0.23554802,1399.03928,1896.588593,3348.242812,0.010981548,0.064565445,0,fan
0.59083384,1048.477583,1433.286531,2120.756789,0.009883873,0.057429987,0,fan
0.23336579,1503.461437,1914.731358,3543.05611,0.010175839,0.08594686,0,fan
0.6001711,1269.734156,1595.609683,2769.893171,0.010223904,0.071044142,0,fan
0.47366586,999.9343145,1300.437919,2030.451278,0.010365153,0.056857466,0,fan
0.4628305,1063.915302,1373.558657,2210.91254,0.01040139,0.059092951,0,fan
0.29482,1640.923884,1917.976853,3822.434105,0.009525194,0.1013909,0,fan
0.29824868,1450.476131,1814.213171,3161.990815,0.009579917,0.09001535,0,fan
0.5559686,774.1440642,1226.581106,1424.371006,0.010411187,0.034557208,0,fan
0.5783732,1160.144972,1470.102576,2504.817292,0.010473213,0.064465605,0,fan
0.28470284,1416.879462,1769.149041,2849.540735,0.008887407,0.092141636,0,fan
0.65303963,2637.966153,1963.872809,4800.019968,0.007074802,0.247585114,0,fan
0.5782286,1042.292121,1323.979979,2134.659545,0.01016032,0.061161517,0,fan
0.6481382,1626.285336,1741.737359,3594.973043,0.009634257,0.110686963,0,fan
0.3327087,1417.39261,1740.865531,2847.993211,0.009113818,0.094651682,0,fan
0.28987798,1474.820463,1813.623688,3194.613618,0.009136329,0.093105718,0,fan
0.45670283,2052.843491,2273.546423,5007.188498,0.008758358,0.12506552,0,fan
0.4803933,932.8115114,1413.296506,1814.072484,0.010093866,0.047283721,0,fan
0.271597,1403.069546,1766.066097,2914.936102,0.009372437,0.089121468,0,fan
0.29140586,1330.943262,1729.305679,2724.291134,0.009650186,0.081784769,0,fan
0.58012074,774.5338781,1225.4058,1402.955272,0.010353922,0.036518133,0,fan
0.5468512,1270.95175,1517.238073,2649.435903,0.010107208,0.079797324,0,fan
0.39727768,1137.522418,1434.359832,2415.435304,0.010402133,0.064941406,0,fan
0.5547668,1175.468162,1583.842962,2462.559904,0.009859752,0.060437675,0,fan
0.2788288,1471.550355,1819.535601,3183.45647,0.008984529,0.092052716,0,fan
0.5959955,1485.838379,1886.726971,3505.591054,0.010101996,0.066765051,0,fan
0.5672549,1152.638136,1452.218072,2463.433506,0.010219938,0.063835363,0,fan
0.62569815,1473.553646,1854.163534,3409.120407,0.009935005,0.070984862,0,fan
0.61829984,1769.497464,1976.861159,4028.005192,0.009668659,0.102231742,0,fan
0.5873877,1151.140306,1452.479447,2464.70647,0.010245392,0.064621605,0,fan
0.6573941,1923.054653,1708.106982,3678.514377,0.008673181,0.164652182,0,fan
0.5845327,1085.979171,1393.622814,2244.508786,0.010257644,0.062782361,0,fan
0.49931437,1597.548785,1924.46562,3727.560903,0.00990598,0.081519569,0,fan
0.26886415,1363.432579,1767.265096,2769.793331,0.009527599,0.085672299,0,fan
0.5998871,1028.477105,1320.949542,2097.394169,0.01024611,0.05849703,0,fan
0.56447816,1151.396715,1462.365195,2481.779153,0.010358633,0.064556085,0,fan
0.54293793,2050.310882,1851.523341,4121.904952,0.008381032,0.170338396,0,fan
0.57860965,1513.990073,1661.460591,3312.774561,0.009903554,0.099138254,0,fan
0.7033542,2649.064683,2236.523541,5402.605831,0.007852,0.217709477,0,fan
0.658616,1900.303768,1743.972347,3788.812899,0.00892707,0.153541833,0,fan
0.55067784,998.9831178,1258.345642,1980.40635,0.010282529,0.059896353,0,fan
0.49997163,1046.373113,1371.62685,2192.516973,0.010297394,0.056155464,0,fan
0.59284914,1234.370195,1631.295578,2820.512181,0.010396847,0.057843388,0,fan
0.5562335,2099.99762,1880.051491,4236.846046,0.008672017,0.172647202,0,fan
0.48820126,1032.291815,1320.463005,2107.752596,0.010302033,0.060237994,0,fan
0.58944523,1150.764295,1454.8242,2459.714457,0.010317809,0.062946161,0,fan
0.5283419,1006.177679,1306.664931,2050.84365,0.010366958,0.056947946,0,fan
0.46826413,1012.013739,1307.629208,2062.67472,0.010612193,0.056475265,0,fan
0.3380248,1356.66135,1719.179997,2640.100839,0.008759607,0.088845347,0,fan
0.4873951,931.2400779,1399.118785,1856.928914,0.009969667,0.048367924,0,fan
0.27496865,1415.208533,1738.370882,2826.802117,0.00875806,0.092492637,0,fan
0.29208422,1449.931252,1810.356388,3087.185503,0.009093006,0.090745432,0,fan
0.5395438,1565.096387,1834.151198,3518.720048,0.009683737,0.092895118,0,fan
0.59901905,1102.709523,1383.578562,2284.744409,0.010154391,0.064646565,0,fan
0.6149368,1560.177812,1591.59515,3129.467851,0.007314534,0.1172967,0,fan
0.4212253,876.4949962,1346.664695,1748.302716,0.010220555,0.042209028,0,fan
0.6417905,1070.598771,1371.865498,2206.619409,0.010258107,0.063704323,0,fan
0.29955825,1383.333599,1767.74875,2881.165136,0.009408359,0.085056098,0,fan
0.58225644,1013.35698,1309.108168,2065.420327,0.0103891,0.05842215,0,fan
0.5607683,1064.603309,1429.392893,2116.863019,0.009982275,0.061549958,0,fan
0.34351924,1357.197508,1716.201822,2673.522364,0.009397816,0.08610442,0,fan
0.6252504,872.7562678,1235.032769,1669.653554,0.010522042,0.044538114,0,fan
0.2936851,1678.87185,2007.821665,4220.746805,0.01010302,0.072048784,0,fan
0.5101198,1086.572921,1391.984263,2285.717851,0.010296658,0.060595235,0,fan
0.24356647,1704.468989,1918.860857,3919.503794,0.009195896,0.108321997,0,fan
0.5049599,1153.220844,1454.05049,2467.327276,0.01067204,0.06643745,0,fan
0.25124964,1383.379208,1780.233737,2900.858626,0.009654765,0.084365016,0,fan
0.49759516,1248.575745,1612.043896,2624.775359,0.00965822,0.072398225,0,fan
0.26513743,1457.031789,1846.461873,3235.972444,0.009723019,0.0860233,0,fan
0.63983744,2113.299416,2073.111616,4405.850639,0.008882008,0.161798934,0,fan
0.48801365,984.1878428,1326.321846,1939.147364,0.009877066,0.053706257,0,fan
0.27080566,1482.670227,1922.366368,3497.479034,0.009953697,0.080895567,0,fan
0.512833,1083.560923,1395.412743,2285.742812,0.010395225,0.059883873,0,fan
0.28359047,1392.191732,1826.305807,3055.835663,0.009875848,0.078834802,0,fan
0.50841993,1007.508733,1406.347506,2016.972843,0.010061285,0.048498964,0,fan
0.64535755,2450.504128,1900.449519,4579.348043,0.007065021,0.235740003,0,fan
0.26361895,1413.355321,1827.267816,3025.184704,0.009779621,0.086871942,0,fan
0.5452975,1066.455032,1434.052894,2122.953275,0.009982615,0.06244696,0,fan
0.57966876,1089.452315,1397.243941,2298.447484,0.010294537,0.059409632,0,fan
0.5371782,1153.321008,1454.371929,2457.04373,0.010463763,0.066786891,0,fan
0.5580006,1004.136171,1265.444283,1970.971446,0.010252319,0.062024199,0,fan
0.6510755,1876.504162,1831.238489,3784.419928,0.008994005,0.143578088,0,fan
0.32528904,2304.764173,2057.55602,4776.357827,0.008620984,0.185846396,0,fan
0.5528285,923.4045159,1387.701872,1830.720847,0.010171806,0.047778242,0,fan
0.54811156,1020.084599,1312.932778,2085.588059,0.010358553,0.058069589,0,fan
0.59305966,1156.978192,1454.915459,2468.001198,0.010273049,0.064829086,0,fan
0.6484757,1542.008882,1703.876329,3451.203075,0.009839838,0.099456495,0,fan
0.54611814,1079.897445,1389.694195,2267.072684,0.010404811,0.060525035,0,fan
0.5725419,1145.689446,1455.115539,2453.823882,0.01037497,0.064849366,0,fan
0.3000141,1416.100046,1806.537448,3001.697284,0.00934603,0.087695625,0,fan
0.5981107,1002.301724,1305.442188,2045.152756,0.010399419,0.055157061,0,fan
0.3281526,1415.199058,1748.02699,2849.490815,0.009278711,0.09361428,0,fan
0.28353655,1463.028509,1870.669936,3438.099042,0.009805609,0.082413451,0,fan
0.63585365,1016.691897,1305.082377,2071.735224,0.010303967,0.059032111,0,fan
0.20720065,1678.260245,1615.536871,3330.246605,0.009131662,0.135530027,0,fan
0.54088885,1002.593763,1379.360629,1954.148363,0.010017337,0.052074493,0,fan
0.56001323,744.5998032,1191.518929,1372.404153,0.010400063,0.033142285,0,fan
0.59140646,1183.386866,1477.512482,2476.812101,0.009967172,0.0703515,0,fan
0.5560398,744.7793898,1206.89851,1348.642173,0.01041218,0.031289,0,fan
0.23083568,1382.511922,1793.362474,2983.027157,0.010185318,0.081391648,0,fan
0.5347763,1170.314768,1626.002668,2603.209864,0.010028541,0.055470622,0,fan
0.60029954,1135.312535,1430.536146,2399.211262,0.010245488,0.067566893,0,fan
0.49425292,1081.661801,1381.772591,2245.357428,0.010386156,0.061799558,0,fan
0.24706127,910.0392265,1106.361245,1502.845447,0.010204527,0.077100077,0,fan
0.34118223,1412.693999,1743.780145,2824.10643,0.008855334,0.092930998,0,fan
0.62301093,1099.632511,1471.555007,2263.403554,0.009736488,0.057876148,0,fan
0.59627104,1136.516245,1364.183029,2282.098642,0.009824218,0.074708591,0,fan
0.495498,990.4288056,1436.179956,1966.778155,0.01022168,0.055110261,0,fan
0.47815287,1389.28112,1541.679303,2839.73143,0.009546717,0.098409732,0,fan
0.38247982,1302.926476,1524.053487,2722.46905,0.009605542,0.080199805,0,fan
0.2808578,1398.740311,1749.841669,2768.096046,0.008947717,0.090902993,0,fan
0.35666305,1455.669769,1886.147326,3444.139377,0.009950905,0.071507463,0,fan
0.5880488,986.4268334,1290.425379,2001.472644,0.010417073,0.056929226,0,fan
0.584903,1740.042474,1974.975332,3988.09405,0.009831544,0.095210164,0,fan
0.31692508,1420.241568,1788.678396,2873.028155,0.009107923,0.093297599,0,fan
0.5923381,1312.947663,1681.382504,2844.398962,0.009729459,0.071544903,0,fan
0.52678895,1095.846359,1396.570781,2304.987021,0.010308699,0.060807396,0,fan
0.6230448,1722.410262,1966.232778,3962.185503,0.009834723,0.094826403,0,fan
0.36329824,1715.415345,1997.260832,4156.998802,0.009582451,0.094203961,0,fan
0.28342763,1357.360406,1769.626445,2860.198682,0.009752194,0.08198133,0,fan
0.5132321,1167.505848,1442.788704,2392.546925,0.010257333,0.073044067,0,fan
0.6267205,1039.679114,1434.468533,2104.632588,0.009999383,0.053139976,0,fan
0.66011864,1907.951801,1806.878406,3833.017173,0.008575161,0.155435678,0,fan
0.27623197,1384.38414,1781.599733,2923.197883,0.009678138,0.083741014,0,fan
0.31632733,1816.497163,2038.029944,4410.867612,0.009456287,0.10152662,0,fan
0.27251378,1409.095177,1794.65366,2950.653954,0.00912948,0.087378944,0,fan
0.24748778,1348.601407,1753.494047,2768.096046,0.009736919,0.081684929,0,fan
0.47645673,953.6352711,1405.847156,1887.005791,0.010050303,0.047899923,0,fan
0.60564566,1066.452408,1446.691367,2155.001997,0.01005869,0.057512667,0,fan
0.2610222,1378.447985,1765.534686,2871.530551,0.009856059,0.084332256,0,fan
0.53891194,826.3445452,1263.734983,1558.905751,0.01027032,0.039285581,0,fan
0.5631873,1065.825182,1394.77201,2251.747204,0.01040965,0.059270792,0,fan
0.48135954,1158.764341,1480.622949,2346.745208,0.009877545,0.073044067,0,fan
0.46706477,1003.428243,1304.342542,2039.736422,0.010318001,0.057378507,0,fan
0.4790818,1050.878642,1459.977199,2145.367412,0.0101006,0.051748452,0,fan
0.33928007,1372.188074,1811.122707,3016.648363,0.009964499,0.071148662,0,fan
0.3053764,1418.008684,1803.438242,2979.532748,0.009483045,0.089413189,0,fan
0.5834949,813.6148915,1262.515848,1535.06889,0.010181283,0.038522739,0,fan
0.5072217,1120.98482,1329.046761,2100.039936,0.008374075,0.075399673,0,fan
0.5687664,745.3452412,1179.860967,1345.222644,0.010463035,0.034340368,0,fan
0.6967187,2228.59735,1966.568066,4485.173722,0.008421741,0.182570387,0,fan
0.5925068,1157.515577,1459.490386,2485.173722,0.010260855,0.064958566,0,fan
0.24103501,1486.989354,1866.183522,3360.423323,0.009965052,0.092087036,0,fan
0.54625684,1070.55744,1443.056652,2132.063698,0.0099484,0.063991364,0,fan
0.6579739,2340.470947,1992.446221,4678.763978,0.007964287,0.201408996,0,fan
0.4212116,1708.18176,1956.889277,3904.402955,0.009788996,0.091935715,0,fan
0.29889783,1574.737083,1921.223194,3609.799321,0.009725953,0.096072846,0,fan
0.34599382,1450.236315,1888.145753,3403.179912,0.009893214,0.074746031,0,fan
0.33514053,1791.724472,2037.013806,4276.682308,0.009669615,0.090542632,0,fan
0.31914493,1416.927744,1732.896951,2850.164736,0.008862232,0.093985561,0,fan
0.63083977,1064.448325,1457.573981,2179.58766,0.009917822,0.054294379,0,fan
0.5909793,1175.826087,1460.589764,2513.777955,0.010154209,0.069218937,0,fan
0.25428694,1338.356735,1704.97331,2611.920927,0.008394674,0.086364941,0,fan
0.6028098,1163.519102,1457.972784,2485.048922,0.010145508,0.066162889,0,fan
0.5185558,1140.907032,1447.178444,2446.909944,0.01039345,0.064913326,0,fan
0.49895993,888.4570109,1371.775923,1766.623403,0.010109765,0.043898512,0,fan
0.2934903,1455.083874,1853.923966,3202.550919,0.009346785,0.08964875,0,fan
0.60188156,1197.695472,1518.580413,2474.116414,0.009608115,0.07032966,0,fan
0.46771878,1153.37034,1447.784744,2461.536542,0.010292995,0.066769731,0,fan
0.6035381,1326.108048,1697.653771,2916.683307,0.00994973,0.068515375,0,fan
0.2702952,1376.464689,1723.444191,2734.32508,0.009600583,0.089283709,0,fan
0.23214273,1452.451755,1818.643414,3083.765974,0.009207686,0.092316356,0,fan
0.45379502,920.765077,1323.936909,1760.583067,0.009952384,0.051369372,0,fan
0.5933787,1176.327325,1458.822459,2508.860823,0.010027466,0.07037334,0,fan
0.53463405,1095.100501,1382.307808,2282.398163,0.010275075,0.064460925,0,fan
0.6545325,1055.067708,1365.130217,2192.641773,0.010372761,0.057308307,0,fan
0.5543846,997.1349446,1273.777314,2012.055711,0.010340152,0.05875131,0,fan
0.54871947,2097.913007,1868.104303,4191.992812,0.008157936,0.179372379,0,fan
0.27690393,1352.676388,1408.569438,2555.211661,0.009697023,0.09766405,0,fan
0.6056582,1150.449018,1449.700863,2441.51857,0.010317894,0.065825929,0,fan
0.24730502,923.8964898,1158.348844,1586.736222,0.009362545,0.072842826,0,fan
0.3031869,1448.117865,1802.085005,3020.592053,0.009437269,0.093013678,0,fan
0.24142037,1311.323366,1664.096791,2448.856829,0.009974886,0.088141786,0,fan
0.2504417,1335.652286,1731.498006,2727.835463,0.009707863,0.081198208,0,fan
0.63600796,1656.818008,1863.329585,3695.26258,0.009897616,0.104409507,0,fan
0.3423713,1357.901503,1733.407328,2657.148562,0.009436594,0.086449181,0,fan
0.5864953,1249.004921,1537.33292,2612.544928,0.009989915,0.075760034,0,fan
0.52567446,1023.235372,1320.958014,2097.044728,0.010368492,0.058280189,0,fan
0.29820058,1406.854416,1797.740172,3001.048323,0.00958969,0.086400821,0,fan
0.6310399,1751.763199,1972.708329,3977.161542,0.009537569,0.104850988,0,fan
0.403754,1023.113643,1306.94746,2066.668331,0.010222212,0.060504755,0,fan
0.5260649,759.4223204,1187.243856,1395.791733,0.010181039,0.036496293,0,fan
0.5775563,1092.811121,1397.920735,2317.342252,0.010427527,0.059487632,0,fan
0.5716352,1617.024946,1709.948375,3395.592053,0.009421364,0.118062662,0,fan
0.3384556,2007.108875,2117.62652,4678.414537,0.008780196,0.119243585,0,fan
0.46578398,1078.780504,1388.14836,2259.110423,0.010310664,0.059901033,0,fan
0.58638805,1024.539906,1311.130416,2097.49401,0.010238072,0.060356555,0,fan
0.5180793,994.5650486,1272.905042,2012.829473,0.010188811,0.056971346,0,fan
0.6504037,3009.789742,2236.696922,5687.200479,0.006464425,0.305272501,0,fan
0.57686436,1614.626117,1681.141743,3408.770966,0.008924696,0.114817854,0,fan
0.3079564,1838.054032,2024.460366,4446.036342,0.009402857,0.108484238,0,fan
0.571118,1095.234367,1399.516275,2313.772963,0.01030576,0.060576515,0,fan
0.60414726,1712.641167,1939.463858,3908.072085,0.009576749,0.102178702,0,fan
0.6835479,2310.044803,2015.425272,4707.617812,0.008440178,0.19152793,0,fan
0.38423216,956.8026979,1452.719377,1976.61242,0.010359829,0.042496069,0,fan
0.2901601,1473.966122,1835.526308,3150.384385,0.009419196,0.094966803,0,fan
0.26268703,1495.50816,1863.498499,3541.708267,0.010359829,0.076059555,0,fan
0.62557435,1057.265582,1455.597925,2159.120407,0.009870659,0.053492537,0,fan
0.5828261,2022.744153,1815.08272,4036.192093,0.008634082,0.166023425,0,fan
0.58258533,1064.592822,1292.689967,2123.577276,0.010214886,0.068688536,0,fan
0.61845064,1084.246309,1465.871603,2234.22524,0.010029771,0.055849703,0,fan
0.32159457,1436.634524,1846.326421,3390.150759,0.009759344,0.07811876,0,fan
0.29052725,1331.535893,1702.419736,2561.551518,0.009154566,0.086255741,0,fan
0.52550614,1069.730916,1380.45527,2233.800919,0.010269711,0.059927553,0,fan
0.57219464,1094.806549,1408.557033,2329.972045,0.010283048,0.059994634,0,fan
0.47923815,1167.427891,1484.909273,2375.449281,0.009578844,0.073922349,0,fan
0.6113283,1669.849998,1753.438925,3566.818091,0.008849029,0.116582218,0,fan
0.49015778,884.7960361,1343.800944,1717.077676,0.009970292,0.045728397,0,fan
0.62062746,1273.021671,1478.348636,2644.069489,0.010076147,0.083482054,0,fan
0.6127385,1061.103802,1448.232148,2180.685903,0.010079175,0.056270904,0,fan
0.5142936,1153.715549,1451.527395,2471.046326,0.010177045,0.066170689,0,fan
0.26974514,1383.927372,1748.197419,2721.595447,0.008896561,0.090678352,0,fan
0.29462588,1479.259408,1809.83057,3169.254193,0.009480812,0.093976201,0,fan
0.30118418,1429.716651,1757.46292,2881.289936,0.008986044,0.095350564,0,fan
0.51322883,1085.329088,1390.659295,2273.137979,0.01028072,0.061442317,0,fan
0.55440104,1144.084977,1451.285906,2452.775559,0.010297028,0.065456208,0,fan
0.5181151,1566.369701,1823.007653,3480.855631,0.009575435,0.094681322,0,fan
0.55115217,778.2651179,1215.305485,1435.428315,0.010181695,0.037697497,0,fan
0.28842044,1439.515723,1812.529179,3039.586661,0.009514666,0.091721995,0,fan
0.51547265,1095.296792,1386.846004,2290.035942,0.010278804,0.064612245,0,fan
0.33387384,1453.806457,1811.013894,3012.804513,0.008801341,0.094154041,0,fan
0.43329287,1397.945218,1766.27466,3187.42512,0.009678478,0.07041234,0,fan
0.32318538,1337.033414,1666.517413,2540.659944,0.009034657,0.092035556,0,fan
0.5584747,1066.697715,1448.795283,2128.144968,0.009978164,0.060183394,0,fan
0.5401937,1100.736017,1445.362157,2212.784545,0.009840388,0.060050794,0,fan
0.2845513,1437.699402,1834.857907,3148.5623,0.010082289,0.084692617,0,fan
0.2960133,1447.777076,1823.479948,3082.667732,0.009141644,0.090985673,0,fan
0.5843848,1663.088809,1784.521218,3577.650759,0.009308576,0.107577875,0,fan
0.4508722,1166.418624,1500.100435,2292.756589,0.009901281,0.077697559,0,fan
0.59658074,1097.691802,1402.647387,2285.26857,0.010249458,0.064300245,0,fan
